"Usuario","Modelo","valoracion"
"157","780",3
"157","1036",3
"157","1097",3
"157","1196",3.5
"157","1198",3.5
"157","1200",4
"157","1210",3.5
"157","1214",4
"157","1240",4
"157","1265",3
"157","1270",4
"157","1291",3.5
"157","1580",3
"157","1682",4
"157","1721",3
"157","1923",2
"157","2028",3
"157","2571",4.5
"157","2628",2.5
"157","2716",3.5
"157","2762",4
"157","2858",4
"157","2959",4.5
"157","4306",3
"157","4886",3.5
"157","4963",4
"157","4993",3.5
"157","5349",3
"157","5952",3.5
"157","6539",3
"157","7153",3.5
"157","8961",3
"159","10",2.5
"159","34",2
"159","47",3.5
"159","50",4.5
"159","110",4
"159","150",3.5
"159","165",3.5
"159","231",1.5
"159","253",1.5
"159","260",5
"159","296",4.5
"159","318",5
"159","344",2
"159","356",4
"159","364",3.5
"159","367",1.5
"159","377",3
"159","380",3
"159","457",3
"159","480",4
"159","500",2
"159","527",4.5
"159","539",2
"159","541",5
"159","587",2.5
"159","589",3.5
"159","592",3
"159","593",5
"159","597",3
"159","608",4
"159","780",3.5
"159","858",4
"159","1097",3
"159","1136",4.5
"159","1196",4
"159","1197",4.5
"159","1198",5
"159","1210",4
"159","1240",4
"159","1270",4
"159","1580",3.5
"159","1721",4
"159","2028",4.5
"159","2571",4
"159","2762",3
"159","2858",4.5
"159","2959",3.5
"159","4993",4.5
"159","5952",4.5
"159","7153",4.5
"160","34",2
"160","318",5
"160","356",5
"160","457",5
"160","527",3
"160","539",5
"160","586",3
"160","587",5
"160","593",3
"160","597",5
"160","858",3
"160","1193",5
"160","1265",4
"160","1270",3
"160","1704",5
"160","1721",4
"160","1923",4
"160","2716",2
"160","2762",5
"160","2858",3
"160","2918",4
"161","10",4
"161","32",3
"161","47",4
"161","150",4
"161","153",3
"161","165",3
"161","231",3
"161","293",3
"161","296",3
"161","316",3
"161","318",5
"161","344",4
"161","356",4
"161","364",3
"161","367",3
"161","377",5
"161","380",4
"161","457",5
"161","480",4
"161","500",4
"161","539",3
"161","586",3
"161","587",4
"161","588",3
"161","589",5
"161","590",3
"161","592",3
"161","593",5
"161","595",3
"161","597",3
"161","608",3
"161","648",3
"163","1",3
"163","110",4
"163","150",4.5
"163","153",0.5
"163","260",4
"163","296",3
"163","318",5
"163","344",1.5
"163","356",5
"163","367",2
"163","457",4
"163","480",3.5
"163","527",5
"163","586",3.5
"163","588",2.5
"163","589",2
"163","592",2.5
"163","593",4.5
"163","648",3
"163","780",3
"163","858",5
"163","1196",4
"163","1210",4
"163","1704",4.5
"163","1721",3.5
"163","2028",4
"163","2571",2
"163","2858",4.5
"163","3578",3.5
"163","4963",4
"163","4993",3.5
"163","5349",2.5
"163","7153",3
"164","1",3.5
"164","10",4
"164","110",3
"164","231",2
"164","260",3
"164","293",4
"164","296",4.5
"164","318",4.5
"164","364",4
"164","480",3
"164","608",4.5
"164","1073",4
"164","1089",5
"164","1136",3.5
"164","1210",2.5
"164","1240",2.5
"164","1265",4
"164","1580",3.5
"164","1704",4
"164","1923",3.5
"164","2858",4
"164","4306",4
"164","4993",3
"164","5349",3.5
"164","5952",2.5
"164","7153",3
"164","8961",3.5
"165","1",2.5
"165","10",2.5
"165","47",3.5
"165","50",2
"165","110",4.5
"165","165",5
"165","231",4
"165","293",5
"165","296",3.5
"165","318",4
"165","344",4
"165","356",3.5
"165","364",3.5
"165","367",3.5
"165","377",3
"165","380",4
"165","457",3
"165","480",3
"165","500",3
"165","527",4
"165","539",2
"165","586",4.5
"165","587",3
"165","588",4
"165","589",4.5
"165","592",4
"165","593",3
"165","595",3
"165","608",3
"165","648",3.5
"165","736",2.5
"165","780",4
"165","1036",2.5
"165","1073",5
"165","1097",4
"165","1198",4
"165","1200",3.5
"165","1240",3
"165","1265",4
"165","1270",3.5
"165","1291",3
"165","1580",2.5
"165","1682",3
"165","1704",4
"165","1721",3
"165","1923",3.5
"165","2028",4
"165","2571",5
"165","2628",2.5
"165","2716",3.5
"165","2762",5
"165","2858",3.5
"165","2918",5
"165","2959",5
"165","3578",3.5
"165","4306",4
"165","4886",3
"165","4963",3
"165","5349",4
"165","8961",3
"168","1",5
"168","32",3
"168","50",4
"168","110",3
"168","150",4
"168","153",3
"168","165",3
"168","260",5
"168","296",4
"168","318",5
"168","356",4
"168","364",4
"168","377",4
"168","380",3
"168","457",4
"168","500",3
"168","541",4
"168","587",3
"168","589",4
"168","590",4
"168","592",3
"168","593",5
"168","597",3
"168","608",5
"168","648",3
"168","780",4
"168","1036",5
"168","1073",5
"168","1089",4
"168","1097",4
"168","1136",4
"168","1196",4
"168","1198",5
"168","1210",4
"172","32",3
"172","34",3
"172","50",5
"172","150",4
"172","296",5
"172","318",4
"172","356",3
"172","364",3
"172","377",3
"172","457",4
"172","480",3
"172","527",4
"172","539",3
"172","586",4
"172","588",3
"172","590",3
"172","592",3
"175","1",4
"175","47",4
"175","260",5
"175","296",5
"175","364",4
"175","480",4
"175","588",3
"175","595",4
"175","1097",4
"175","1196",5
"175","1197",4
"175","1198",4
"175","1210",5
"175","1265",3
"175","1270",3
"175","1291",4
"175","1580",4
"175","1704",5
"175","1721",3
"175","2028",1
"175","2571",5
"175","2628",3
"175","2858",4
"175","2918",4
"175","2959",5
"175","4306",4
"175","4963",4
"175","4993",5
"175","5349",4
"175","5952",5
"176","1",2
"176","34",2
"176","253",2
"176","260",4
"176","296",4
"176","344",2
"176","364",3
"176","480",2.5
"176","541",3
"176","588",3.5
"176","593",4
"176","595",4
"176","648",2.5
"176","1196",4.5
"176","1198",3
"176","1210",5
"176","1291",3
"176","1580",2.5
"176","1682",3
"176","1721",2
"176","1923",1
"176","2571",4.5
"176","2628",4
"176","2716",2.5
"176","4306",3.5
"176","4963",4
"176","4993",4.5
"176","5349",3
"176","5952",5
"176","6539",4
"176","7153",5
"177","1",5
"177","10",4
"177","32",4
"177","47",5
"177","50",5
"177","150",5
"177","165",5
"177","293",5
"177","316",4
"177","356",5
"177","377",4
"177","457",5
"177","480",5
"177","541",5
"177","587",4
"177","588",4
"177","589",4
"177","593",5
"177","608",5
"177","736",4
"177","780",5
"177","1089",5
"177","1097",5
"177","1136",5
"177","1196",5
"177","1197",5
"177","1200",5
"177","1210",5
"177","1240",5
"177","1270",5
"177","1580",4
"177","1923",4
"177","2028",4
"178","1",4
"178","110",3.5
"178","260",5
"178","293",3.5
"178","296",5
"178","318",5
"178","356",3
"178","364",4
"178","593",4
"178","595",3.5
"178","608",4
"178","858",4
"178","1036",3
"178","1073",4
"178","1097",2.5
"178","1193",3
"178","1196",5
"178","1197",3.5
"178","1198",5
"178","1210",5
"178","1265",4
"178","1580",4
"178","1682",4
"178","1704",3.5
"178","2028",4
"178","2571",3
"178","2716",3
"178","2858",4
"178","2959",4.5
"178","3578",3
"182","34",5
"182","110",5
"182","150",5
"182","165",3
"182","231",1
"182","316",3
"182","344",1
"182","356",5
"182","364",4
"182","377",4
"182","380",4
"182","457",4
"182","480",5
"182","500",5
"182","539",5
"182","587",5
"182","589",4
"182","590",5
"182","593",3
"182","595",5
"182","597",5
"182","736",5
"182","780",5
"182","1073",2
"183","32",5
"183","34",4
"183","47",5
"183","50",5
"183","260",3
"183","296",5
"183","318",5
"183","527",4
"183","593",4
"183","608",5
"183","1089",5
"183","1136",4
"183","1193",4
"183","1196",2
"183","1721",4
"183","2762",4
"183","2858",4
"183","2959",5
"184","1",5
"184","231",3
"184","293",5
"184","296",5
"184","318",5
"184","356",3
"184","364",5
"184","377",4
"184","380",3
"184","457",4
"184","480",3
"184","500",4
"184","527",4
"184","586",3
"184","588",4
"184","589",5
"184","593",4
"184","595",4
"184","597",3
"185","1",5
"185","50",5
"185","110",4
"185","150",3
"185","260",3
"185","296",3
"185","316",4
"185","318",5
"185","356",4
"185","364",3
"185","367",4
"185","527",5
"185","588",4
"185","589",4
"185","593",4
"185","595",5
"185","780",4
"185","1073",4
"185","1097",4
"185","1136",4
"185","1193",5
"185","1196",3
"185","1197",5
"185","1210",3
"185","1214",4
"185","1265",3
"185","1270",4
"185","1580",4
"185","2028",3
"185","2571",5
"185","2628",3
"185","2716",3
"185","2858",5
"185","2959",5
"185","4306",4
"185","4886",5
"185","4993",5
"187","1",4
"187","231",3.5
"187","296",4.5
"187","318",5
"187","344",3
"187","356",4.5
"187","364",4.5
"187","367",3.5
"187","480",3.5
"187","500",3.5
"187","586",3.5
"187","588",4.5
"187","593",4
"187","595",4.5
"187","597",4
"187","780",4
"187","1073",4
"187","1089",4
"187","1097",3.5
"187","1193",5
"187","1197",3.5
"187","1580",4
"187","1682",4.5
"187","1704",5
"187","1721",4
"187","1923",3.5
"187","2571",1
"187","2628",2.5
"187","2762",5
"187","2858",5
"187","4963",4
"187","4993",1
"187","5952",1
"187","7153",1
"187","8961",3.5
"188","10",4
"188","32",4
"188","34",4
"188","47",3
"188","110",5
"188","150",5
"188","153",3
"188","165",2
"188","231",3
"188","253",3
"188","296",5
"188","316",2
"188","318",5
"188","344",4
"188","356",5
"188","364",4
"188","367",3
"188","377",3
"188","380",5
"188","457",3
"188","480",4
"188","500",5
"188","527",5
"188","539",3
"188","586",4
"188","587",5
"188","588",4
"188","589",5
"188","590",4
"188","592",3
"188","593",4
"188","595",4
"188","597",4
"188","648",3
"188","736",4
"188","780",3
"191","10",2
"191","34",2
"191","47",3
"191","110",3
"191","150",4
"191","153",2
"191","165",3
"191","231",2
"191","296",5
"191","318",5
"191","344",1
"191","356",4
"191","380",3
"191","457",4
"191","480",3
"191","588",2
"191","590",4
"191","592",2
"191","593",4
"191","595",2
"192","34",5
"192","47",3
"192","231",4
"192","316",3
"192","318",5
"192","344",4
"192","356",4
"192","364",5
"192","367",3
"192","377",3
"192","380",3
"192","457",4
"192","480",4
"192","500",4
"192","527",5
"192","539",3
"192","586",5
"192","587",4
"192","588",4
"192","590",5
"192","592",3
"192","593",3
"192","595",5
"192","597",2
"192","736",3
"194","32",4
"194","110",4
"194","150",4
"194","165",4
"194","231",3
"194","253",3
"194","296",3
"194","316",4
"194","344",3
"194","356",5
"194","364",5
"194","367",4
"194","377",3
"194","380",4
"194","457",3
"194","480",3
"194","500",3
"194","527",5
"194","587",3
"194","589",4
"194","590",4
"194","592",4
"194","597",3
"194","736",4
"194","780",4
"195","34",4
"195","110",3
"195","150",3
"195","165",1
"195","260",5
"195","296",3
"195","318",3
"195","356",2
"195","377",3
"195","380",3
"195","457",4
"195","480",4
"195","527",4
"195","541",3
"195","587",2
"195","589",3
"195","590",4
"195","593",4
"195","595",3
"195","597",3
"195","608",4
"195","736",2
"195","858",5
"195","1036",1
"195","1073",3
"195","1097",3
"195","1136",3
"195","1193",4
"195","1196",4
"195","1197",3
"195","1198",3
"195","1200",4
"195","1210",5
"195","1214",5
"195","1240",3
"195","1265",2
"195","1270",3
"195","1291",3
"195","1923",4
"195","2028",5
"195","2628",3
"195","2858",4
"195","2918",1
"195","3578",5
"199","10",2.5
"199","32",3.5
"199","47",4.5
"199","50",4.5
"199","110",4.5
"199","260",5
"199","293",4.5
"199","296",5
"199","316",4
"199","318",4.5
"199","356",4.5
"199","380",3.5
"199","457",4
"199","480",3.5
"199","527",4.5
"199","541",4
"199","589",5
"199","592",4
"199","593",4.5
"199","608",3.5
"199","780",3.5
"199","858",3
"199","1036",4.5
"199","1136",5
"199","1196",5
"199","1198",3.5
"199","1200",5
"199","1210",5
"199","1214",5
"199","1240",4
"199","1265",4
"199","1270",4.5
"199","1580",4
"199","1682",4
"199","1704",4.5
"199","2028",4
"199","2571",5
"199","2628",3.5
"199","2716",3.5
"199","2858",4
"199","2959",5
"199","3578",4
"199","4963",4
"199","4993",4
"199","5349",1.5
"199","5952",3
"199","7153",3.5
"200","1",3
"200","32",4
"200","110",3.5
"200","293",4.5
"200","296",4
"200","356",4
"200","364",3
"200","367",3
"200","377",3.5
"200","480",3.5
"200","500",4
"200","527",4.5
"200","586",3.5
"200","588",1.5
"200","593",4
"200","595",1
"200","597",4
"200","648",3.5
"200","780",2.5
"200","1097",3
"200","1265",4.5
"200","1270",5
"200","1291",4.5
"200","1580",4
"200","1682",5
"200","1721",2
"200","2028",4.5
"200","2571",5
"200","2762",1.5
"200","2959",4
"200","4306",4.5
"200","4886",4
"200","4963",4.5
"200","5349",4
"200","6539",4.5
"200","8961",3
"201","1",5
"201","32",5
"201","34",4
"201","47",5
"201","50",5
"201","110",5
"201","150",5
"201","153",4
"201","165",4
"201","260",5
"201","293",5
"201","296",5
"201","316",4
"201","318",5
"201","356",4
"201","377",4
"201","380",4
"201","457",4
"201","480",5
"201","527",4
"201","589",4
"201","592",4
"201","593",4
"201","608",4
"201","648",4
"201","736",4
"201","780",4
"201","1136",5
"201","1196",5
"201","1198",5
"201","1210",5
"201","1270",5
"201","1291",5
"201","2716",4
"201","2762",2
"201","4306",5
"201","4886",5
"201","4993",5
"201","5349",4
"201","5952",5
"201","6539",4
"201","7153",5
"201","8961",5
"205","1",4.5
"205","10",3.5
"205","47",4.5
"205","50",5
"205","110",3
"205","260",3
"205","356",2.5
"205","480",4.5
"205","589",2.5
"205","593",3.5
"205","858",4
"205","1036",2.5
"205","1196",3
"205","1197",4
"205","1198",3.5
"205","1210",3
"205","1214",2
"205","1240",4.5
"205","1270",4
"205","1291",3.5
"205","2571",2.5
"205","2762",4
"205","2959",3
"205","4993",4
"205","5952",3.5
"205","6539",5
"205","7153",3.5
"205","8961",4
"212","1",3
"212","10",3.5
"212","32",3.5
"212","34",3
"212","47",3.5
"212","50",3.5
"212","110",5
"212","150",4
"212","153",2.5
"212","165",3
"212","231",1
"212","253",4
"212","260",4
"212","296",4
"212","318",4.5
"212","344",1
"212","356",4
"212","364",4.5
"212","367",1
"212","377",4
"212","457",3
"212","480",3
"212","500",2.5
"212","527",5
"212","539",2.5
"212","586",2.5
"212","587",2.5
"212","588",3
"212","589",3
"212","590",2
"212","592",3
"212","593",4
"212","595",3.5
"212","597",3.5
"212","648",3
"212","736",3
"212","780",3
"212","858",5
"212","1036",3
"212","1073",4
"212","1089",4
"212","1136",3.5
"212","1193",2.5
"212","1197",4
"212","1198",3
"212","1200",3
"212","1240",3.5
"212","1265",2
"212","1270",3
"212","1291",3
"212","1580",1.5
"212","1682",4
"212","1704",4.5
"212","1721",2.5
"212","1923",2
"212","2028",4
"212","2571",5
"212","2628",3.5
"212","2716",2.5
"212","2762",3.5
"212","2858",4
"212","2918",4.5
"212","2959",5
"212","3578",5
"212","4306",4
"212","4886",4
"212","4963",4
"212","4993",5
"212","5349",4
"212","5952",5
"212","6539",5
"212","7153",5
"212","8961",3.5
"213","1",3
"213","32",1.5
"213","34",1.5
"213","47",2.5
"213","110",2.5
"213","150",1.5
"213","153",4
"213","165",3.5
"213","253",2.5
"213","260",5
"213","293",3
"213","316",4.5
"213","344",1
"213","356",2
"213","364",2.5
"213","367",1
"213","377",4
"213","380",2
"213","457",4
"213","480",5
"213","500",2
"213","539",2
"213","541",2
"213","586",2
"213","587",2.5
"213","588",3
"213","589",4
"213","590",1
"213","592",3.5
"213","593",2.5
"213","595",3
"213","597",3
"213","608",2
"213","648",3
"213","736",4
"213","780",5
"213","1036",3.5
"213","1073",1.5
"213","1097",2.5
"213","1136",1
"213","1196",5
"213","1197",3.5
"213","1198",3
"213","1200",3
"213","1210",5
"213","1214",2.5
"213","1240",3.5
"213","1265",2.5
"213","1270",3
"213","1291",3
"213","1580",4
"213","1682",2.5
"213","1704",4
"213","1721",2.5
"213","1923",1
"213","2571",4
"213","2628",3
"213","2716",2
"213","2762",2.5
"213","3578",2
"213","4306",3.5
"213","4886",3.5
"213","4993",4.5
"213","5349",3.5
"213","5952",4
"213","6539",3
"213","7153",5
"213","8961",4
"214","10",3
"214","32",3
"214","47",4
"214","50",5
"214","110",5
"214","260",5
"214","293",3
"214","296",4
"214","318",5
"214","364",5
"214","377",2
"214","380",4
"214","457",3
"214","480",4
"214","527",5
"214","541",5
"214","588",4
"214","589",5
"214","590",5
"214","592",3
"214","593",5
"214","595",4
"214","608",5
"214","648",3
"214","780",5
"214","858",5
"214","1036",4
"214","1089",5
"214","1097",4
"214","1193",4
"214","1196",4
"214","1198",5
"214","1200",4
"214","1210",4
"214","1214",5
"214","1240",4
"214","1270",4
"214","1291",4
"214","1580",5
"214","1704",5
"214","2028",5
"214","2571",4
"214","2716",4
"214","2762",5
"214","2858",5
"214","2918",5
"214","3578",5
"216","47",5
"216","260",3.5
"216","293",4
"216","318",5
"216","356",4.5
"216","593",4
"216","1196",4.5
"216","1197",5
"216","1198",5
"216","1270",5
"216","1682",5
"216","1704",5
"216","2571",4.5
"216","2716",4.5
"216","2858",5
"216","2918",5
"216","2959",5
"216","4886",4.5
"216","4993",5
"216","5952",5
"216","7153",5
"217","110",4
"217","260",5
"217","457",4.5
"217","589",5
"217","858",5
"217","1036",5
"217","1196",5
"217","1210",5
"217","1270",5
"217","1291",5
"217","1923",5
"217","2028",4
"217","2628",4.5
"217","2716",5
"217","2918",5
"217","3578",4
"217","4306",5
"217","4963",4
"217","5349",4
"219","1",5
"219","34",3
"219","47",4
"219","50",4
"219","231",5
"219","260",3
"219","296",4
"219","318",5
"219","344",4
"219","356",4
"219","367",4
"219","377",4
"219","457",3
"219","500",4
"219","527",4
"219","539",4
"219","588",5
"219","597",3
"219","608",2
"219","1036",4
"219","1073",4
"219","1089",5
"219","1136",5
"219","1197",5
"219","1198",4
"219","1240",3
"219","1265",5
"219","1270",5
"219","1580",4
"219","1682",5
"219","1721",5
"219","1923",4
"219","2716",4
"219","2858",5
"219","2918",4
"219","4306",3.5
"219","4886",4.5
"219","4993",0.5
"219","5952",0.5
"219","7153",0.5
"219","8961",3.5
"220","1",2
"220","34",4
"220","110",4
"220","231",2
"220","260",5
"220","293",5
"220","296",5
"220","344",1
"220","356",4
"220","367",4
"220","377",3
"220","480",2
"220","500",3
"220","527",5
"220","539",2
"220","586",1
"220","588",3
"220","589",4
"220","590",4
"220","593",4
"220","595",4
"220","597",3
"220","608",5
"220","648",4
"220","780",3
"220","858",5
"220","1089",4
"220","1200",4
"220","1265",4
"220","1580",4
"220","1682",3
"220","1721",3
"220","1923",2
"220","2571",5
"220","2628",3
"220","2762",5
"220","2858",5
"220","2959",4
"220","3578",3
"220","4306",4
"224","1",4
"224","10",3
"224","32",5
"224","34",5
"224","47",4
"224","50",4
"224","110",5
"224","150",5
"224","153",4
"224","165",4
"224","253",4
"224","260",4
"224","296",5
"224","344",4
"224","380",4
"224","588",5
"224","608",5
"224","736",4
"225","47",5
"225","110",4
"225","150",4
"225","153",4
"225","231",3
"225","253",5
"225","296",3
"225","316",4
"225","344",4
"225","356",5
"225","364",4
"225","367",5
"225","380",4
"225","457",5
"225","480",5
"225","588",5
"225","589",5
"225","590",5
"225","592",3
"225","593",4
"225","595",5
"228","260",5
"228","380",2.5
"228","480",5
"228","589",5
"228","1036",4
"228","1196",5
"228","1197",5
"228","1198",5
"228","1200",5
"228","1210",5
"228","1270",5
"228","1291",5
"228","1580",5
"228","1682",3.5
"228","2571",5
"228","2716",5
"228","2959",4
"228","4993",4
"228","5952",4
"228","7153",4
"228","8961",4
"232","1",3
"232","32",5
"232","50",5
"232","110",5
"232","150",4
"232","153",4
"232","253",5
"232","260",5
"232","296",5
"232","316",4
"232","356",3
"232","367",5
"232","377",4
"232","480",5
"232","500",4
"232","527",4
"232","539",5
"232","587",4
"232","588",5
"232","589",3
"232","590",5
"232","592",5
"232","593",5
"232","595",4
"232","597",2
"232","608",5
"232","736",4
"232","780",3
"232","858",5
"232","1036",5
"232","1073",3
"232","1089",5
"232","1097",4
"232","1136",5
"232","1193",5
"232","1196",4
"232","1197",4
"232","1198",4
"232","1210",4
"232","1214",5
"232","1240",3
"232","1265",4
"232","1270",5
"232","1291",4
"232","1580",5
"232","1682",3
"232","1704",4
"232","1721",4
"232","1923",5
"232","2028",4
"232","2628",4
"232","2716",5
"232","2762",3
"232","2858",5
"232","2918",2
"234","260",4.5
"234","344",2.5
"234","356",4
"234","367",2.5
"234","480",3.5
"234","500",4
"234","541",4
"234","595",3.5
"234","1073",4.5
"234","1097",4
"234","1136",4
"234","1196",4
"234","1197",4
"234","1210",4.5
"234","1265",2.5
"234","1580",4
"234","1704",5
"234","2571",5
"234","2628",5
"234","2959",5
"234","4306",3.5
"234","4886",3.5
"234","4963",4
"234","4993",4.5
"234","5349",3
"234","5952",4
"234","6539",2.5
"234","7153",4
"234","8961",3
"235","47",3
"235","50",5
"235","110",2.5
"235","296",4.5
"235","318",5
"235","356",5
"235","377",4.5
"235","380",4
"235","457",5
"235","500",4.5
"235","527",2.5
"235","539",3.5
"235","587",4.5
"235","588",4.5
"235","590",4.5
"235","592",4.5
"235","593",3.5
"235","597",3.5
"235","608",4
"235","648",5
"235","780",1.5
"235","1073",4.5
"235","1270",4.5
"235","1682",5
"235","1721",5
"235","1923",5
"235","2028",1
"235","2762",5
"235","2858",5
"235","4306",4.5
"235","4963",4.5
"235","5349",4.5
"236","10",3
"236","32",4
"236","47",2.5
"236","260",3
"236","296",3
"236","364",3
"236","480",3
"236","500",2.5
"236","527",3.5
"236","541",4.5
"236","588",3.5
"236","590",3
"236","593",4
"236","780",2
"236","1036",3.5
"236","1097",3.5
"236","1136",4
"236","1196",3.5
"236","1198",4
"236","1210",3
"236","1214",4
"236","1291",4
"236","1721",2.5
"236","2028",3
"236","2571",2.5
"236","2628",2
"236","2858",3
"236","3578",2.5
"236","4993",2.5
"236","5952",3
"236","7153",2.5
"237","1",3
"237","32",2
"237","110",1.5
"237","153",2.5
"237","260",4
"237","296",4.5
"237","316",2
"237","318",4.5
"237","344",2.5
"237","364",3.5
"237","380",2.5
"237","588",3.5
"237","589",2.5
"237","590",1
"237","592",3
"237","593",4
"237","595",3.5
"237","608",5
"237","780",2
"237","1196",4.5
"237","1198",3.5
"237","1210",3.5
"237","1270",4
"237","2858",4.5
"237","5952",5
"239","153",3
"239","356",5
"239","367",4
"239","380",4
"239","457",3
"239","500",4
"239","539",3
"239","587",4
"239","588",5
"239","1073",3
"239","1097",4
"239","1197",5
"239","1210",5
"239","1265",4
"239","1580",4
"239","1923",4
"239","2716",3
"239","2858",5
"239","2918",5
"240","1",4.5
"240","32",4.5
"240","34",4.5
"240","47",4
"240","50",2.5
"240","150",4
"240","165",3.5
"240","296",3.5
"240","318",4
"240","356",2.5
"240","367",3
"240","377",3
"240","380",1.5
"240","457",3.5
"240","480",3
"240","500",4
"240","527",4.5
"240","588",4
"240","592",3
"240","593",4
"240","595",3.5
"240","597",3
"240","608",5
"240","648",3.5
"240","736",2.5
"240","1036",4
"240","1193",4.5
"240","1197",4
"240","1200",4
"240","1265",4.5
"240","1270",4.5
"240","1580",4
"240","1704",4
"240","1721",4
"240","1923",4
"240","2716",4.5
"240","2762",5
"240","2858",4
"240","4306",3.5
"240","4886",4.5
"240","4963",4
"240","5349",3.5
"240","5952",4
"240","6539",4.5
"240","7153",4
"241","1",3
"241","34",4
"241","47",3
"241","50",4
"241","150",2
"241","153",3
"241","231",3
"241","253",3
"241","296",4
"241","316",3
"241","318",4
"241","344",3
"241","356",2
"241","364",3
"241","367",3
"241","377",3
"241","380",3
"241","457",3
"241","480",3
"241","500",3
"241","587",3
"241","589",4
"241","592",3
"241","595",3
"241","780",3
"242","1",5
"242","34",4
"242","47",4
"242","50",5
"242","110",5
"242","150",5
"242","165",4
"242","260",5
"242","296",5
"242","316",4
"242","318",5
"242","356",5
"242","377",5
"242","380",5
"242","457",5
"242","480",5
"242","527",5
"242","541",5
"242","590",5
"242","592",5
"242","593",4
"242","597",5
"242","608",5
"242","648",4
"242","858",5
"242","1036",5
"242","1097",5
"242","1193",5
"242","1196",5
"242","1197",5
"242","1198",5
"242","1210",5
"242","1214",5
"242","1265",4
"242","1270",5
"242","1291",5
"242","1580",5
"242","1704",5
"242","1721",5
"242","2028",5
"242","2571",5
"242","2628",5
"242","2762",5
"242","2858",5
"242","2918",4
"243","10",3.5
"243","34",3.5
"243","47",4
"243","110",4
"243","150",2.5
"243","153",2
"243","231",4
"243","253",4
"243","260",5
"243","296",4.5
"243","316",3
"243","344",3
"243","356",4
"243","364",3.5
"243","367",3
"243","380",3
"243","480",2.5
"243","500",3.5
"243","527",3.5
"243","541",3.5
"243","586",3.5
"243","588",4
"243","589",4
"243","592",4
"243","593",5
"243","648",3
"243","780",1.5
"243","1089",4.5
"243","1097",4
"243","1136",4
"243","1193",4
"243","1196",5
"243","1198",4.5
"243","1210",5
"243","1240",3
"243","1265",4
"243","1270",3.5
"243","1291",4.5
"243","1580",3
"243","1682",4
"243","1721",3.5
"243","1923",3
"243","2028",3.5
"243","2571",3.5
"243","2628",5
"243","2716",4
"243","2762",4
"243","2858",4
"243","2959",4
"243","3578",4.5
"243","4306",3.5
"243","4886",3.5
"243","4963",3.5
"243","4993",5
"243","5349",3
"243","5952",4
"243","6539",4
"243","7153",5
"244","110",3.5
"244","260",5
"244","318",5
"244","356",5
"244","457",0.5
"244","527",5
"244","589",4
"244","1036",4
"244","1196",5
"244","1198",5
"244","1200",4
"244","1210",5
"244","1214",4
"244","1240",3.5
"244","1265",3.5
"244","1270",5
"244","2028",5
"244","2571",2.5
"244","2762",0.5
"244","3578",3
"244","4886",4
"244","4993",4.5
"244","5952",4.5
"244","7153",4.5
"245","47",2
"245","50",4
"245","110",5
"245","296",2
"245","356",5
"245","457",5
"245","480",5
"245","527",5
"245","588",1
"245","590",5
"245","858",5
"245","1073",5
"245","1089",2
"245","1097",5
"245","1193",5
"245","1270",5
"245","1682",5
"245","1704",5
"245","1721",5
"245","2028",5
"245","2571",5
"245","2762",5
"245","2858",5
"245","2918",3
"245","2959",5
"245","3578",5
"245","4306",5
"245","4963",5
"245","4993",4
"247","1",4
"247","10",4
"247","110",5
"247","153",3
"247","165",4
"247","231",4
"247","260",5
"247","293",4
"247","296",3
"247","316",4
"247","344",4
"247","356",5
"247","367",3
"247","377",4
"247","380",4
"247","457",5
"247","480",4
"247","500",3
"247","527",5
"247","586",4
"247","588",3
"247","589",4
"247","592",4
"247","593",5
"247","597",3
"247","648",5
"247","780",4
"247","1036",5
"247","1197",4
"247","1265",4
"247","1270",4
"247","1291",5
"247","1580",4
"247","1923",4
"247","2028",5
"247","2571",4
"247","2628",4
"247","2716",5
"247","2762",5
"247","2918",5
"247","2959",5
"248","32",4
"248","110",5
"248","316",4
"248","356",5
"248","527",5
"248","541",5
"248","780",4
"248","1193",5
"248","1198",5
"248","1200",5
"248","1210",4
"248","1214",5
"248","1240",5
"248","1270",5
"248","1580",3
"248","1721",5
"248","2571",5
"248","4993",5
"250","165",4.5
"250","318",5
"250","356",5
"250","527",5
"250","593",5
"250","858",5
"250","1193",5
"250","1270",4.5
"250","1682",4.5
"250","1704",4.5
"250","2028",4.5
"250","2571",5
"250","2716",4
"250","2858",4.5
"250","2959",4.5
"250","3578",4.5
"250","4306",5
"250","4886",4.5
"250","6539",4
"251","110",4
"251","260",4.5
"251","296",4
"251","356",5
"251","367",4
"251","589",4
"251","1036",4.5
"251","1196",4.5
"251","1210",4
"251","1240",4
"251","1265",4
"251","1270",5
"251","1580",5
"251","1704",4.5
"251","2571",5
"251","2762",5
"251","2959",5
"251","3578",5
"251","4306",5
"251","4886",4.5
"251","4993",4
"251","5952",4
"251","6539",5
"251","7153",4.5
"253","1",4.5
"253","10",4
"253","34",4.5
"253","110",5
"253","150",4
"253","231",4.5
"253","260",4.5
"253","296",4
"253","318",5
"253","344",4
"253","356",5
"253","367",4
"253","480",4
"253","500",3.5
"253","589",4
"253","590",4.5
"253","592",4
"253","593",3.5
"253","597",3.5
"253","780",3.5
"253","858",4.5
"253","1089",4
"253","1136",4.5
"253","1193",4.5
"253","1196",4
"253","1197",4
"253","1198",4
